Human	dog	mouse	rat	zebrafish
NFAM1	NFAM1	Nfam1	Nfam1	NO_ORTHO
ASB10	ASB10	Asb10	Asb10	asb10
ASB11	"ASB11,ASB9"	"Asb11,Asb9"	Asb11	"asb11,asb5b"
ASB12	ASB12	Asb12	Asb12	"asb12b,asb12a"
ASB13	ASB13	Asb13	Asb13	"asb13a.1,asb13b,asb13a.2"
ASB14	ASB14	Asb14	Asb14	"asb14,asb15a,asb14b,asb14a,asb15b,si:ch211-203b8.6"
ASB15	ASB15	Asb15	Asb15	"asb14a,asb14b,asb15b,si:ch211-203b8.6,asb15a"
ASB16	ASB16	Asb16	Asb16	asb16
ASB17	ASB17	Asb17	Asb17	NO_ORTHO
ASB18	ASB18	Asb18	Asb18	asb18
RNU6-129P	U6	Gm24775	U6	NO_ORTHO
RPP38	RPP38	Rpp38	Rpp38	rpp38
TROVE2	TROVE2	Trove2	Trove2	trove2
DOK3	DOK3	Dok3	Dok3	"dok2,dok1a,dok1b,dok3"
TCHHL1	TCHHL1	Tchhl1	Tchhl1	NO_ORTHO
LCA5L	NO_ORTHO	Lca5l	Lca5l	lca5
NSMF	NSMF	Nsmf	Nsmf	"nsmfa,nsmfb"
XCL2	LOC490356	Xcl1	Xcl1	"xcl32a.1,ccl38.1,cxcl32b.1,ccl38a.4,ccl38a.5,ccl38a.3,ccl32a.2"
XCL1	LOC490356	Xcl1	Xcl1	"xcl32a.1,ccl38.1,cxcl32b.1,ccl38a.4,ccl38a.5,ccl38a.3,ccl32a.2"
NNT	NNT	Nnt	Nnt	"nnt,si:ch1073-139a18.1"
SMIM19	SMIM19	Smim19	Smim19	smim19
RP11-231C18.3	PDGFRA	Pdgfra	NO_ORTHO	NO_ORTHO
FDPS	FDPS	"Fdps,RP24-394C15.7"	Fdps	fdps
RNU6-541P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
TFPI2	TFPI2	Tfpi2	Tfpi2	tfpi2
BATF	BATF	Batf	Batf	batf
MACF1	NO_ORTHO	Macf1	NO_ORTHO	macf1a
RNU6-451P	U6	NO_ORTHO	U6	NO_ORTHO
CCDC144CP	NO_ORTHO	"Cfap57,4930430A15Rik,4931423N10Rik"	NO_ORTHO	"ccdc146,ppp1r12c"
RNU6-112P	U6	Gm24796	NO_ORTHO	U6
HEXIM1	HEXIM1	Hexim1	Hexim1	hexim1
DENND5B	"DENND5B,DENND5A"	"Dennd5b,Dennd5a"	"Dennd5b,Dennd5a"	"dennd5b,dennd5a"
DENND5A	"DENND5B,DENND5A"	"Dennd5b,Dennd5a"	"Dennd5b,Dennd5a"	"dennd5b,dennd5a"
HEXIM2	HEXIM2	Hexim2	Hexim2	NO_ORTHO
AQP7P3	NO_ORTHO	Aqp7	Aqp7	aqp7
RNA5SP18	5S_rRNA	Gm25669	NO_ORTHO	NO_ORTHO
RNA5SP19	5S_rRNA	"n-R5s210,n-R5s130,n-R5s118,n-R5s106,Gm24312"	5S_rRNA	NO_ORTHO
CRLS1	CRLS1	Crls1	Crls1	crls1
GCSH	GCSH	Gcsh	"AABR07067762.1,AABR07007134.1,Gcsh"	"gcsha,gcshb"
ARMC8	ARMC8	Armc8	Armc8	armc8
ARMC4	"LOC607539,ARMC4,LOC102152580,LOC608787"	Armc4	Armc4	armc4
OR6Q1	LOC483486	"Olfr522,Olfr1410"	Olr286	NO_ORTHO
GUF1	GUF1	Guf1	Guf1	guf1
PML	PML	Pml	Pml	NO_ORTHO
TIGD1	"TIGD1,LOC100856086"	NO_ORTHO	NO_ORTHO	NO_ORTHO
RP1-241P17.4	"SUMO3,SUMO2"	"Sumo3,Sumo2"	"Sumo2l,Sumo3,Sumo2"	"sumo3b,sumo3a"
MRM1	MRM1	Mrm1	Mrm1	mrm1
MLST8	MLST8	Mlst8	Mlst8	mlst8
STAU1	STAU1	Stau1	Stau1	stau1
CEP152	CEP152	Cep152	Cep152	cep152
DICER1	DICER1	Dicer1	Dicer1	dicer1
TIGD3	TIGD3	Tigd3	Tigd3	NO_ORTHO
HP1BP3	HP1BP3	Hp1bp3	Hp1bp3	hp1bp3
SPZ1	SPZ1	Spz1	Spz1	NO_ORTHO
CHGA	CHGA	Chga	Chga	chga
CHGB	CHGB	Chgb	Chgb	"chga,chgb"
MSN	"MSN,RDX,EZR"	"Msn,Rdx,Ezr"	"Msn,Rdx,Ezr"	"msnb,ezrb,ezra,msna"
TIGD2	"TIGD2,JRKL"	"Tigd2,Jrkl"	"LOC100912924,Jrkl"	NO_ORTHO
MSC	MSC	Msc	Msc	"msc,tcf21"
RN7SL838P	NO_ORTHO	Gm23153	NO_ORTHO	NO_ORTHO
RNU6-680P	U6	"Gm22951,Gm24254,Gm25384,Gm23186"	U6	NO_ORTHO
AQR	AQR	Aqr	Aqr	aqr
RP11-145E5.5	MTAP	Mtap	Mtap	mtap
MPPE1	MPPE1	Mppe1	Mppe1	mppe1
ACTL6A	"ACTL6A,ACTL6B"	"Actl6a,Actl6b"	"Actl6a,Actl6b"	"actl6a,actl6b"
COL8A2	"COL8A2,AMACR"	"Col8a2,Col8a1,Amacr"	"Col8a2,Col8a1,Amacr"	"col8a2,c1qtnf2,col8a1b,col8a1a,amacr,col10a1a"
COL8A1	"AMACR,COL8A1"	"Amacr,Col8a1"	"Amacr,Col8a1"	"c1qtnf2,col8a1b,col8a1a,col10a1a,amacr"
HNRNPA1L2	"HNRNPA1,HNRNPA1L2,LOC608729"	"Hnrnpa1,Gm5803,Gm7729"	Hnrnpa1	"hnrnpa3,hnrnpa1a,hnrnpa1b"
RNU6-258P	U6	"Gm24737,Gm26420"	U6	NO_ORTHO
AL109947.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
AL109947.2	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
SIGLEC8	SIGLEC12	"Siglece,Siglecf"	"Siglec5,Siglec8"	SIGLEC8
SIGLEC9	"CD33,SIGLEC8"	Siglece	Siglec8	"si:ch211-1f22.3,SIGLEC8"
SIGLEC5	"SIGLEC5,SIGLEC10,LOC484368"	Siglecf	Siglec5	"SIGLEC8,CR944667.1"
SIGLEC6	CD33	"Siglecf,Cd33,Siglech"	"Siglec5,Cd33,Siglech"	SIGLEC8
SIGLEC7	SIGLEC8	Siglece	Siglec8	SIGLEC8
SIGLEC1	SIGLEC1	Siglec1	Siglec1	"si:ch73-94k4.1,si:ch211-1f22.8,si:ch211-1f22.9,si:ch73-94k4.5,cd22,si:ch211-1f22.6,si:ch211-1f22.7,si:ch211-1f22.4,si:ch211-1f22.5,si:ch211-286b5.6,si:dkey-24p1.1,si:ch73-94k4.3,SIGLEC1 (49 of 51),LOC100006649,zgc:171470,SIGLEC1 (13 of 51),SIGLEC1 (18 of 51),SIGLEC1 (51 of 51),SIGLEC1 (23 of 51),SIGLEC1 (35 of 51),si:ch211-286b5.9,si:ch211-286b5.8,zmp:0000001289,LOC569162,si:ch211-1f22.16,si:ch211-1f22.10,si:ch211-1f22.11,si:ch211-1f22.12,si:ch211-1f22.13,si:dkey-27j5.8,si:dkey-27j5.9,SIGLEC1 (17 of 51),sc:d0284,si:dkey-27j5.6,si:ch73-177h5.2,SIGLEC1 (3 of 51),SIGLEC1 (5 of 51),SIGLEC1 (20 of 51),LOC100006752,SIGLEC1 (28 of 51),SIGLEC1 (24 of 51),SIGLEC1 (12 of 51),si:dkey-27j5.11,zmp:0000000971,SIGLEC1 (50 of 51),si:ch211-152f2.1,si:ch211-152f2.3,si:ch211-152f2.4,SIGLEC1 (6 of 51),zmp:0000001036,zgc:172106,SIGLEC1 (14 of 51),LOC103909442"
FOLR2	"FOLR4,FOLR1,FOLR2"	"Izumo1r,Folr1,Folr2"	"Izumo1r,Folr1,Folr2"	zgc:165502
FOLR3	FOLR2	Folr2	Folr2	zgc:165502
NCBP1	NCBP1	Ncbp1	Ncbp1	NO_ORTHO
NCBP2	"NCBP2L,NCBP2"	Ncbp2	"LOC100911481,Ncbp2"	ncbp2
PGM2L1	"PGM2L1,PGM5,HPRT1,PRTFDC1,PGM1,PGM2"	"Pgm2l1,Pgm1,Hprt,Pgm5"	"Pgm2l1,Pgm5,Hprt1,Prtfdc1,Pgm1,Pgm2"	"pgm2l1,hprt1l,pgm5,hprt1,prtfdc1,pgm1,pgm2,unm_sa821"
PROCA1	PROCA1	Proca1	Proca1	proca1
RN7SL405P	NO_ORTHO	Gm27896	NO_ORTHO	NO_ORTHO
CNTROB	CNTROB	"Cntrob,Ccdc88c,Spag5"	Cntrob	cntrob
RN7SL300P	NO_ORTHO	NO_ORTHO	Metazoa_SRP	NO_ORTHO
NT5DC3	"NT5DC2,NT5DC3"	"Nt5dc2,Nt5dc3"	"Nt5dc2,Nt5dc3"	"nt5dc2,nt5dc3"
NELFB	NELFB	Nelfb	Nelfb	nelfb
DRAP1	DRAP1	Drap1	Drap1	drap1
MEI1	MEI1	Mei1	Mei1	NO_ORTHO
MEI4	MEI4	Mei4	Mei4	mei4
CBLC	CBLC	Cblc	Cblc	cblc
CBLB	"CBLB,CBL"	"Cblb,Cbl"	Cblb	"cblb,cbl"
ZNF45	"ZNF184,ZNF45,ZNF227"	"Gm13212,Zfp808,Zfp94,5430403G16Rik,Gm14443,Zfp235,Zfp74,Zfp109"	"Zfp420,Zfp111,Zfp94,Zfp235,LOC102548695"	"si:ch1073-127d16.1,si:dkey-77f5.8,zgc:66448,zgc:162972,si:ch73-367f21.5,si:ch73-367f21.4,si:dkey-182i3.8,si:dkey-182i3.9,si:ch211-202h22.10,si:ch73-367f21.6"
ZNF44	NO_ORTHO	"Zfp617,Zfp799,Zfp811,Zfp709,Zfp963,Zfp866,Zfp964,Zfp871,Zfp870,Gm14443,Zfp868,Zfp869"	"Zfp799,Zfp964,Zfp866,Zfp870,LOC102546572,Zfp868,Zfp869"	NO_ORTHO
ZNF43	"ZNF184,ZNF689,ZNF227,ZNF252,LOC100683760,ZNF274"	"1700049G17Rik,Zfp738,Zfp595,Zfp27,Zfp619,Zfp85,Zfp658,Zfp759,Zfp229,Gm28557,Zfp52,Zfp457,Zfp40,Zfp729b,Zfp729a,Zfp458,Zfp873,Zfp35,Zfp51,5430403G16Rik,Gm14443,Zfp72,Zfp184,Zfp74,Zfp760,Gm13212,Zfp708,Zfp11,4930522L14Rik,Zfp808,Zfp600,Zfp58,Zfp607,Zfp788,Zfp442,Zfp780b,Zfp273,Gm14124,Zfp945,Zfp62,Zfp60"	"LOC100909688,LOC102555672,Zfp709,Zfp111,LOC102547287,Zfp458,Zfp347,Zfp26,Zfp40,Zfp420,LOC501406,LOC100910046,AABR07001099.1,LOC100366140"	"CR847941.1,si:dkey-257e4.5,LOC100535697,si:ch1073-186o8.3,si:dkey-261j4.5,LOC103910602,znf1007,znf1004,ZFP28 (8 of 19),znf1000,znf1001,znf1008,znf1009,znf1028,znf1029,unm_sa1665,znf1026,znf1027,znf1020,znf1021,znf1022,zmp:0000001321,ZNF184,zgc:173573,si:ch211-271g18.3,LOC101886989,si:dkey-7j22.3,zmp:0000000981,si:ch211-152l15.3,LOC100332443,si:ch73-367f21.5,znf1025,si:ch211-202h22.10,si:dkey-149m13.2,si:ch211-209p16.3,si:dkey-111k8.2,znf1015,znf1124,si:ch211-229l10.11,BX324216.1,znf983,znf1010,znf1013,znf1034,znf1033,znf1014,znf1031,znf982"
MRPL55	MRPL55	Mrpl55	Mrpl55	zgc:171480
ZNF41	"ZNF81,ZNF484,ZNF41"	"Zfp819,Zfp534"	"Zfp819,LOC100366140"	"ZNF184,zgc:173573,si:ch211-271g18.3,ZFP28 (8 of 19),si:dkey-149m13.2,si:dkey-257e4.5,si:ch211-202h22.10,znf1021,LOC103910602,si:ch73-367f21.5,znf1027,si:ch211-209p16.3,si:dkey-111k8.2,znf1031"
TYW1B	TYW1	Tyw1	Tyw1	tyw1
ZNF48	ZNF48	"Zfp637,Zfp553"	"Zfp771,Znf48"	NO_ORTHO
RP11-506B6.7	NO_ORTHO	Rfpl4b	Rfpl4b	NO_ORTHO
RNU6-1194P	U6	NO_ORTHO	U6	NO_ORTHO
PNISR	PNISR	Pnisr	Pnisr	pnisr
RNU6-397P	U6	Gm25205	U6	NO_ORTHO
CYP2U1	CYP2U1	Cyp2u1	Cyp2u1	cyp2u1
RNU6-1001P	U6	"Gm24737,Gm25160"	U6	NO_ORTHO
LILRB4	LOC484306	"Lilr4b,Gm15448,Lilrb4a,Pirb,Pira2,Lilra6,Gm14548,Lilra5"	"AABR07002418.1,Lilrb4,Lilra5"	NO_ORTHO
LILRB3	"LILRB3,LOC484306"	"Lilr4b,Gm15448,Lilra5,Pira2,Pira1,Pirb,Gm15931,Lilrb4a,Lilra6,Gm14548"	"LOC683463,Lilrb4,LOC690955,RGD1566307,AABR07002418.1,Lilra5,LOC688112"	NO_ORTHO
LILRB2	LOC484306	"Gm14548,Gm15448,Pira2,Pirb,Lilr4b,Lilrb4a,Lilra6,Lilra5"	"Lilra5,RGD1566307,LOC688112"	NO_ORTHO
LILRB1	LOC484306	"Gm14548,Gm15448,Pira2,Pirb,Lilr4b,Lilrb4a,Lilra6,Lilra5"	"Lilra5,RGD1566307,LOC688112"	NO_ORTHO
KSR1	"KSR1,KSR2,TNNI3K"	"Ksr1,Tnni3k"	"Ksr1,Tnni3k"	"ksr1b,ksr1a,tnni3k"
KSR2	"KSR1,KSR2,TNNI3K"	"Ksr1,Ksr2,Tnni3k"	"Ksr2,Tnni3k"	"ksr1b,ksr2,tnni3k"
OR5T1	"LOC100685095,LOC610544"	"Olfr1095,Olfr1094,Olfr1086,Olfr1093,Olfr1102,Olfr1101,Olfr141"	"AABR07052768.1,Olr519,Olr533,Olr518,Olr517,Olr516,Olr515"	"or115-10,or115-11,or115-12,or111-1,or115-14,si:ch211-218m3.18,or115-8,or115-9,or115-6,or117-1,or111-9,or115-2,or115-5,or115-1,or115-13,or115-7,si:ch211-218m3.19,si:ch211-218m3.9,si:ch211-218m3.11"
AC069368.3	PLEKHO2	Plekho2	Plekho2	plekho2
PPTC7	PPTC7	Pptc7	Pptc7	"pptc7a,pptc7b"
RNU6-905P	NO_ORTHO	Gm24388	NO_ORTHO	NO_ORTHO
SSMEM1	SSMEM1	Ssmem1	Ssmem1	NO_ORTHO
LIN37	LIN37	Lin37	Lin37	lin37
FKTN	FKTN	Fktn	Fktn	fktn
RNU6-994P	U6	Gm22452	NO_ORTHO	NO_ORTHO
DNALI1	DNALI1	Dnali1	Dnali1	dnali1
RNU6-809P	U6	"Gm23678,Gm25684"	U6	NO_ORTHO
AP3D1	AP3D1	Ap3d1	Ap3d1	ap3d1
SULT1A4	SULT1A1	Sult1a1	Sult1a1	"sult1st8,sult1st1,sult1st2,sult1st3,sult1st4,sult1st5,sult1st6,sult1st7"
SULT1A1	SULT1A1	Sult1a1	Sult1a1	"sult1st8,sult1st9,sult1st1,sult1st2,sult1st3,sult1st4,sult1st5,sult1st6,sult1st7"
SULT1A3	SULT1A1	Sult1a1	Sult1a1	"sult1st8,sult1st1,sult1st2,sult1st3,sult1st4,sult1st5,sult1st6,sult1st7"
SULT1A2	SULT1A1	Sult1a1	Sult1a1	"sult1st5,sult1st6"
NOL9	NOL9	Nol9	Nol9	nol9
NOL8	NOL8	Nol8	Nol8	nol8
CHTF18	CHTF18	Chtf18	Chtf18	chtf18
NOL4	"C24H20orf112,NOL4"	"Nol4,Nol4l"	Nol4	"nol4lb,nol4la"
NOL7	NOL7	Nol7	Nol7	nol7
NOL6	NOL6	Nol6	Nol6	nol6
OLIG2	OLIG2	Olig2	Olig2	"olig4,olig2"
OLIG3	OLIG3	Olig3	Olig3	"olig4,olig2,olig3"
NOL3	NOL3	Nol3	Nol3	NO_ORTHO
OLIG1	OLIG1	Olig1	Olig1	"olig4,olig1"
FAM156B	LOC607305	Tmem29	Fam156b	NO_ORTHO
FAM156A	LOC607305	Tmem29	Fam156b	NO_ORTHO
RNU6-315P	NO_ORTHO	Gm23169	NO_ORTHO	NO_ORTHO
DKFZp686K1684	RCN1	Rcn1	Rcn1	rcn1
CLPTM1	CLPTM1	Clptm1	Clptm1	clptm1
CDC45	CDC45	Cdc45	Cdc45	cdc45
DANCR	NO_ORTHO	Dancr	NO_ORTHO	NO_ORTHO
CDC40	CDC40	Cdc40	Cdc40	cdc40
CDC42	CDC42	Cdc42	Cdc42	"cdc42l2,cdc42l,cdc42"
AF196779.12	WDR45	Wdr45	Wdr45	wdr45
DPYD	"FDXR,DPYD"	"Fdxr,Dpyd"	"Fdxr,Dpyd"	"fdxr,dpyda.1,dpyda.3,dpydb,dpyda.2"
DPYS	DPYS	"Dpys,Crmp1,Dpysl2"	"Dpys,Dpysl2"	"dpys,dpysl3"
YLPM1	YLPM1	Ylpm1	Ylpm1	ylpm1
RNU6-1262P	U6	NO_ORTHO	U6	NO_ORTHO
GFAP	GFAP	Gfap	Gfap	"viml,prph,vim,ngs,desmb,desma,gfap"
STEAP1B	STEAP1	Steap1	Steap1	NO_ORTHO
RN7SL652P	NO_ORTHO	Gm22567	NO_ORTHO	NO_ORTHO
CT47A7	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
TCL1B	TCL1B	"Tcl1b2,Tcl1b3,Tcl1b1,Tcl1b4,Tcl1b5"	NO_ORTHO	NO_ORTHO
TCL1A	TCL1A	Tcl1	Tcl1a	NO_ORTHO
CT47A4	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
CT47A3	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
CT47A2	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
CT47A1	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
RNU105B	SNORA73	Gm25162	SNORA73	SNORA73
CT47A9	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
CT47A8	LOC102155795	NO_ORTHO	LOC102553745	NO_ORTHO
RNU6-1105P	U6	Gm23678	NO_ORTHO	NO_ORTHO
DMRTC1B	DMRTC1B	"Dmrtc1b,Dmrtc1a"	"Dmrtc1b,LOC100909986,Dmrtc1a"	NO_ORTHO
VIMP	VIMP	Vimp	Vimp	vimp
RNU4ATAC17P	U4atac	NO_ORTHO	NO_ORTHO	U4atac
LPCAT2BP	NO_ORTHO	Lpcat2b	NO_ORTHO	NO_ORTHO
PRL	PRL	"Prl4a1,Prl7a1,Prl7a2,Prl6a1,Prl7c1,Prl2c3,Prl2c2,Prl2c1,Prl3a1,Prl2c5,Prl8a8,Prl8a6,Prl8a2,Prl8a1,Prl5a1,Prl2a1,Prl3c1,Prl7d1,Prl7b1,Prl2b1,Prl8a9,Prl,Prl3b1,Prl3d3,Prl3d2,Prl3d1"	"Prl4a1,Prl7a3,Prl6a1,Prl2c1,Prl3a1,Prl8a9,Prl8a7,Prl7a4,Prl8a5,Prl8a3,Prl8a2,Prl5a2,Prl5a1,Prl2a1,Prl3c1,LOC100912634,Prl7d1,LOC684107,Prl7b1,LOC103689989,LOC103694085,Prl2b1,Prl,LOC103690150,Prl3b1,Prl3d4,Prl3d2"	"prl2,prl"
PRX	PRX	"Ahnak2,Prx"	Prx	"si:ch211-69b7.6,prx,si:ch211-125o16.4"
TYRP1	"TYRP1,DCT"	"Tyrp1,Dct"	"Tyrp1,Dct"	"tyrp1b,dct,tyrp1a"
ATM	ATM	Atm	Atm	atm
ESX1	LOC102153369	Esx1	"Esx1,LOC100911889"	"gbx1,mxtx1"
HSD3B7	"HSD3B7,HSD3B2"	"Hsd3b7,Hsd3b1"	"Hsd3b,Hsd3b7"	"hsd3b7,hsd3b1"
HSD3B1	HSD3B2	"Gm10681,Gm4450,Hsd3b4,Hsd3b5,Hsd3b6,Hsd3b1,Hsd3b2,Hsd3b3"	"LOC100911116,Hsd3b,Hsd3b1"	"hsd3b1,hsd3b2"
HSD3B2	HSD3B2	"Gm10681,Gm4450,Hsd3b4,Hsd3b5,Hsd3b6,Hsd3b1,Hsd3b2,Hsd3b3"	"LOC100911116,Hsd3b,LOC100911154,Hsd3b1"	"hsd3b1,hsd3b2"
CD300C	"LOC100686047,CD300C,CD300A,CD300E"	"Cd300c,Cd300a,Cd300e,AF251705"	"LOC100909671,AABR07030773.1,RGD1559458,RGD1559482,RGD1561778,Igsf7,AABR07030798.1,Cd300c,RGD1562667,Cd300a,Cd300e"	"si:dkey-1c7.2,zmp:0000001296"
CD300A	"LOC100686047,CD300C,CD300A,CD300E"	"Cd300c,Cd300a,Cd300e,AF251705"	"LOC100909671,AABR07030773.1,RGD1559482,RGD1561778,Igsf7,AABR07030798.1,RGD1562667,Cd300a,Cd300e"	"si:dkey-1c7.2,zmp:0000001296"
CD300E	"LOC100686047,CD300C,CD300A,CD300E"	"Cd300c,AF251705,Cd300a,Cd300e"	"AABR07030773.1,RGD1559482,RGD1561778,Igsf7,RGD1562667,Cd300e,AABR07030798.1"	"si:dkey-1c7.2,zmp:0000001296"
RNU6-624P	U6	NO_ORTHO	U6	NO_ORTHO
RCCD1	RCCD1	Rccd1	Rccd1	"LOC100536575,rccd1"
LBHD1	LBHD1	"Lbhd1,1810009A15Rik"	"Lbhd1,LOC102552120"	NO_ORTHO
TBR1	TBR1	Tbr1	Tbr1	"tbr1b,tbr1a"
RNU4-79P	NO_ORTHO	Gm25899	U4	U4
PLCH2	"PLCH2,PLCH1"	"Plch2,Plch1"	"Plch2,Plch1"	"plch2a,plch2,plch2b,plch1"
PLCH1	"PLCH2,PLCH1"	"Plch2,Plch1"	"Plch2,Plch1"	"plch2a,plch1,plch2b"
VEZF1	VEZF1	Vezf1	Vezf1	"vezf1b,vezf1a"
NUDT8	NUDT8	Nudt8	Nudt8	nudt8
NUDT9	NUDT9	Nudt9	Nudt9	nudt9
DLD	"GSR,DLD,PYROXD1,AIFM3,AIFM1,TXNRD2,TXNRD3,TXNRD1"	"Gsr,Dld,Pyroxd1,Aifm3,Aifm1,Txnrd2,Txnrd3,Txnrd1"	"Gsr,Dld,Pyroxd1,Aifm3,Aifm1,Txnrd2,Txnrd1"	"dldh,gsr,txnrd2,si:ch1073-179p4.3,aifm5,aifm3,aifm1,ryroxd1,aifm4,txnrd1"
NUDT1	NUDT1	Nudt1	Nudt1	nudt1
NUDT2	NUDT2	Nudt2	"LOC100910067,Nudt2,AABR07034673.1"	nudt2
NUDT3	NUDT3	Nudt3	Nudt3	"nudt3a,nudt3b"
NUDT4	NUDT4	"Nudt10,Nudt11,Nudt4"	"LOC100912928,Nudt11,Nudt4"	"nudt4a,nudt3a,nudt3b,nudt4b"
NUDT5	NUDT5	Nudt5	"Nudt5,Rn60_8_0402.1"	nudt5
NUDT6	NUDT6	Nudt6	Nudt6	nudt6
NUDT7	NUDT7	Nudt7	Nudt7	nudt7
COL16A1	"AMACR,COL7A1,COL11A2,COL4A6,COL22A1,COL4A5,COL24A1,COL5A2,COL5A3,COL27A1,COL4A4,COL1A2,COL4A2,COL4A1,COL1A1,COL4A3,COL16A1,COL5A1,COL2A1,COL11A1"	"Col1a2,Col7a1,Col5a3,Col5a1,Col1a1,Col4a5,Col5a2,Amacr,Col27a1,Col4a4,Col4a3,Col4a2,Col4a1,Col3a1,Col24a1,Col16a1,Col2a1,Col4a6"	"Col7a1,Col5a3,Col5a2,Amacr,Col27a1,Col5a1,Col1a2,Col1a1,Col3a1,Col16a1,Col4a3"	"zmp:0000000760,col7a1,col11a2,col2a1a,col11a1a,amacr,col4a5,col1a2,col1a1a,col1a1b,si:ch211-196i2.1,col16a1"
LARS	"LARS,MARS2"	"Lars,Mars2"	"Lars,LOC100911305,Mars2"	"larsa,larsb,mars2"
OPN1MW3	OPN1LW	Opn1mw	Opn1mw	"opn1lw1,opn1lw2"
OPN1MW2	OPN1LW	Opn1mw	Opn1mw	"si:ch211-68a17.4,opn1lw1,opn1lw2,parapinopsinb"
MEF2C	MEF2C	Mef2c	Mef2c	"mef2aa,MEF2A (2 of 2),mef2b,mef2d,mef2ca,mef2cb"
MEF2B	MEF2B	"Mef2b,2310045N01Rik"	Mef2b	"mef2b,mef2bnb"
MEF2A	"MEF2C,MEF2A"	"Mef2c,Mef2a"	"Mef2c,Mef2a"	"mef2ab,mef2aa,MEF2A (2 of 2),mef2b,mef2d,mef2ca,mef2cb"
FETUB	FETUB	Fetub	Fetub	"si:ch211-262h13.5,fetub,LOC563738"
MEF2D	MEF2D	Mef2d	Mef2d	"mef2aa,MEF2A (2 of 2),mef2b,mef2d,mef2ca,mef2cb"
LCORL	LCORL	Lcorl	Lcorl	lcorl
EPHX1	EPHX1	Ephx1	"Ephx1,AABR07021930.1"	"ephx1,ephx5"
EPHX2	"EPHX2,EPHX3,EPHX4,SERHL2"	"Ephx2,Ephx3,Ephx4,Serhl"	"Ephx2,Ephx3,Ephx4,Serhl2"	"ephx2,ephx4,LOC570571,serhl"
EPHX3	"EPHX3,ABHD14A,ABHD14B,ABHD8,LOC485570,MEST,ABHD6,ABHD4"	"Ephx3,Abhd14a,Abhd14b,Abhd8,Mest,Abhd6,Abhd4,Abhd5"	"Ephx3,Abhd14a,Abhd14b,Abhd8,Mest,Abhd6,Abhd4,Abhd5"	"abhd8b,abhd8a,LOC570571,si:dkey-122a22.2,abhd5a,abhd5b,abhd14a,abhd6b,mest,abhd14b,abhd6a,abhd4"
EPHX4	"EPHX4,ABHD14A,ABHD14B,ABHD8,LOC485570,MEST,ABHD6,ABHD4"	"Ephx4,Abhd14a,Abhd14b,Abhd8,Mest,Abhd6,Abhd4,Abhd5"	"Ephx4,Abhd14a,Abhd14b,Abhd8,Mest,Abhd6,Abhd4,Abhd5"	"abhd8b,abhd8a,ephx4,LOC570571,si:dkey-122a22.2,abhd5a,abhd5b,abhd14a,abhd6b,mest,abhd14b,abhd6a,abhd4"
RPLP2	RPLP2	Rplp2	"RGD1564095,LOC100362751,LOC498555,LOC100911575"	"rplp2,rplp2l"
RPLP1	NO_ORTHO	"Gm10073,Gm17511,Rplp1,Gm5244"	"Gm17511,Rplp1"	rplp1
RPLP0	RPLP0	"Rplp0,Gm8730"	"RGD1564469,Rplp0"	rplp0
CSMD2	"CSMD2,CSMD3,CSMD1"	"Csmd2,Csmd3,Csmd1"	"Csmd2,Csmd1"	"csmd2,si:ch211-233f16.1"
CSMD3	"CSMD2,CSMD3,CSMD1"	"Csmd3,Csmd1"	"Csmd3,Csmd1"	"csmd2,si:ch211-236p22.1,si:ch211-233f16.1"
CD300LD	"LOC100685890,CD300LF,CD300LB,LOC102151751"	"Gm11709,Cd300lf,Cd300ld,Cd300lb,Gm11711,Gm11710,Cd300lh"	"Cd300lf,Cd300le,Cd300ld,Cd300lb"	"si:dkeyp-104b3.1,si:dkey-1c7.1,si:ch211-215e19.8"
CD300LB	"LOC100685890,CD300LF,CD300LB,LOC102151751"	"Gm11709,Cd300lf,Cd300ld,Cd300lb,Gm11711,Gm11710,Cd300lh"	"Cd300lf,Cd300le,Cd300ld,Cd300lb"	"si:dkeyp-104b3.1,si:dkey-1c7.1,si:ch211-215e19.8"
CFAP20	C2H16orf80	Cfap20	Cfap20	cfap20
RNU6-591P	U6	"Gm24035,Gm23041"	NO_ORTHO	NO_ORTHO
MIR181A2	cfa-mir-181a-2	NO_ORTHO	Mir181a2	NO_ORTHO
MIR181A1	cfa-mir-181a-1	NO_ORTHO	NO_ORTHO	mir181a-1
TRIL	TRIL	Tril	Tril	"tril,im:6909775"
TRIO	"KALRN,TRIO"	"Kalrn,Trio"	"Kalrn,Trio"	"triob,trioa"
RABL2A	LOC100685429	Rabl2	Rabl2a	rabl2
RABL2B	LOC100685429	Rabl2	Rabl2a	rabl2
ZNRD1-AS1	NO_ORTHO	Znrd1as	Znrd1-as1	NO_ORTHO
LOC101929036	PAH	Pah	Pah	pah
TCP1	TCP1	Tcp1	Tcp1	tcp1
